accuracy,loss,val_accuracy,val_loss
0.19230769574642181,1.6102254390716553,0.3333333432674408,1.6011085510253906
0.4038461446762085,1.5874171257019043,0.3333333432674408,1.5920414924621582
0.35576921701431274,1.5638408660888672,0.3333333432674408,1.5788984298706055
0.32692307233810425,1.531797170639038,0.3333333432674408,1.5568056106567383
0.32692307233810425,1.4638062715530396,0.3333333432674408,1.5400930643081665
0.32692307233810425,1.3558402061462402,0.2916666567325592,1.4708834886550903
0.5288461446762085,1.1920262575149536,0.375,1.3054499626159668
0.7596153616905212,1.0150760412216187,0.375,1.1445692777633667
0.7692307829856873,0.936969518661499,0.375,1.1457356214523315
0.5961538553237915,0.9113866090774536,0.4583333432674408,1.0881521701812744
