accuracy,loss,val_accuracy,val_loss
0.25,1.6065915822982788,0.4166666567325592,1.5962384939193726
0.557692289352417,1.565720796585083,0.3333333432674408,1.58327054977417
0.5096153616905212,1.5206952095031738,0.2916666567325592,1.5627104043960571
0.4711538553237915,1.4422105550765991,0.2916666567325592,1.522997498512268
0.49038460850715637,1.2906291484832764,0.2916666567325592,1.547978401184082
0.5769230723381042,1.105111837387085,0.4583333432674408,1.350967526435852
0.7307692170143127,0.9213146567344666,0.4166666567325592,1.3132023811340332
0.692307710647583,0.8480321168899536,0.4166666567325592,1.279960036277771
0.7692307829856873,0.7321261763572693,0.375,1.2918176651000977
0.7884615659713745,0.6931058168411255,0.375,1.3808270692825317
